likes_per_minute,video_id,video_title,upload_date,upload_time,view_count,like_count,comment_count,video_duration,tags,day,duration,minutes,interaction_score,Sort_order
3072,ythmG_iQMPA,The Great Disc Brake Conspiracy? | The GCN Show Ep. 173,03/05/2016,37:36.0,148889,1536,1035,00:50:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'bicicletas', 'bici ciclismo', 'velo route', 'fahrrad', 'fiets', 'may16', 'sec-show', 'Disc Brakes', 'Thomas Voeckler', 'Tour Du Yorkshire', 'Tour Romandie', 'Nairo Quintana', 'Chris Froome', 'Bike Tech', 'Red Hook Crit Crash', 'Lizzie Armitstead', 'British Cycling', 'Shane Sutton', 'Sir Chris Hoy', 'Simon Yates']",Tuesday,0min,0,7.93,1
2900,m4lV-LlYbqw,The Bike Material Of The Future..? | The GCN Show Ep. 184,19/07/2016,32:59.0,138171,1450,1109,00:26:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'bicicletas', 'bici ciclismo', 'velo route', 'fahrrad', 'fiets', 'gcn show', 'the gcn show', 'gcn cycling news', 'tour de france', 'gcn tour de france', 'graphene', 'new bikes', 'peter sagan', 'chris froome', 'aerodynamics', 'road bike news', 'tour de france news', 'team sky', 'tinkoff saxo', 'jul16', 'sec-show', 'gc04s1', 'sca15', 'gc17s', 'gc21s']",Tuesday,0min,0,8.97,1
2882,Bg7i4-PKZdg,What Happens When A Mountain Biker Rides Gravel! #shorts,06/02/2022,00:04.0,37097,1441,16,00:35:00,"['pinarello', 'gravel', 'mtb', 'mountain biking', 'trails', 'bike park', 'jumps', 'downhill', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'wind hill bikepark', '?27', '?', '?', '?', '?', '?', '?', '?']",Sunday,0min,0,4.04,1
2854,yMcxI8yzHzQ,Bikes Vs Driverless Cars | The GCN Show Ep. 217,07/03/2017,56:58.0,91223,1427,587,00:32:00,"['gcn show', 'the gcn show', 'cycling', 'bicycle', 'bike', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'driverless cars', 'cycling news', 'driverless cars cycling', 'ai', 'artificial intelligence', 'strade bianche', 'bike racing', 'tour of flanders', 'mar17', 'sec-show', 'sca15', 'q1', 'g2', 'u2', '?', '?', '?', '?']",Tuesday,0min,0,7.89,1
2434,rtbWWaPgXQE,Alex Vs The Staircase Of Death! ?? #shorts,28/01/2022,20:04.0,67873,1217,49,00:12:00,['?27'],Friday,0min,0,2.36,1
1906,pknfanIDLeI,Camera Fail! ?? #shorts,04/03/2022,00:31.0,54601,953,14,00:11:00,"['camera', 'cameraman', 'CX', 'Gravel', 'trek', 'cyclocross', 'cyclo-cross', 'cross', 'cyclo', 'filming', 'film', 'fail', 'epic fail', 'epic', 'failure', 'fails', 'cameraperson', 'edit', 'editing', 'lol', 'funny', 'hilarous', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?', '?', '?']",Friday,0min,0,1.83,1
1838,z9_7AU3aRs0,Who's Manon's Favourite GCN Presenter? #shorts,13/02/2022,00:19.0,47376,919,29,00:26:00,"['presenter', 'gcn', 'favourite', 'fav', 'best', 'nicest', 'fastest', 'training', 'hank', 'JLW', 'manon', 'lloyd', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?', '?', '?', '?', '?']",Sunday,0min,0,2.32,1
1752,XMB8dO5P5Eo,What saddle is right for you? ??,01/05/2023,00:22.0,46491,876,25,00:37:00,"['saddle', 'bike saddle', 'how to choose a saddle', 'beginner cycling tips', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?19', '?', '?', '?', '?']",NULL,0min,0,2.15,1
1736,KiTte5avo4Y,#shorts Paris-Roubaix 2022: Who's excited?,15/04/2022,30:02.0,37233,868,13,00:32:00,['?27'],Friday,0min,0,2.42,1
1714,h8tKpm2ZqRQ,Is This Magic!? #shorts,29/04/2022,00:35.0,36982,857,20,00:48:00,"['shadow', 'stand', 'shadow stand', 'shadowstand', 'shadow stands', 'shadowstands', 'stands', 'magic', 'hack', 'hacks', 'tip', 'tips', 'cycling hack', 'cycling hacks', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', 'gc21s', '?', 'c1', '?', 'n1', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Friday,0min,0,2.7,1
1568,LyGEfCgwi8k,5 Films You Have To See On GCN+ This Month,15/02/2021,04:54.0,43166,784,391,00:27:00,"['gcn+', 'gcn plus', 'plus', 'new', 'documentaries', 'adventure films', 'films', 'offer', 'racing', 'bike racing', 'cycling documentaries', 'documentary', 'Adventure films', 'bike films', 'bicycle films', 'MTB films', 'bike movies', 'films for cyclists', 'bicycle movies', 'MTB movies', 'streaming', 'legends', 'norseman', 'schleck', 'colombia', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'sec-feature', 'gc21s', '?', 'gc11shs', 'c1', 'g3', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?15', '?', '?', '?', '4242']",Monday,0min,0,10.66,1
1464,#NAME?,Conor's Roubaix Recon Ride #shorts,16/04/2022,30:47.0,52377,1464,37,01:00:00,['?27'],Saturday,0min,1,3.25,1
1452,pipmiUNTvG4,Avoid Sore Shoulders #Shorts,18/03/2022,00:52.0,28517,726,4,00:54:00,"['sore', 'pain', 'soreness', 'ache', 'achey', 'aches', 'pains', 'painful', 'comfort', 'stretch', 'yoga', 'position', 'positioning', 'pressure', 'flexible', 'flexibility', 'train', 'training', 'relax', 'relaxing', 'relaxed', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Friday,0min,0,2.45,1
1420,Im_JWqQBclM,Crashing is never worth it! ?,06/05/2023,00:06.0,31984,710,5,00:28:00,"['overlapping', 'race', 'racing', 'beginner race', 'first race', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?17', '?', '?', '?', '?', 'gc21s', '?', 'c1', '?', '?', '?', '?', '?']",NULL,0min,0,2.19,1
1408,vAMCK9HdXgY,CYCLIST VS HORSE #short,20/02/2022,00:51.0,24366,704,78,00:42:00,"['bike', 'cycle', 'horse', 'horsey', 'horses', 'ride', 'riding', 'rider', 'ridden', 'rode', 'road', 'bikes', 'race', 'races', 'racing', 'raced', 'win', 'winner', 'won', 'lost', 'loser', 'lose', 'loose', 'looser', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', 'gc21s', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Sunday,0min,0,5.75,1
1402,93Tj9EbN798,Paris Roubaix | Watch On GCN+,08/04/2023,00:04.0,33101,701,3,00:28:00,"['?13', '?', 'epidemic', '?', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'paris roubaix', 'hell of the north']",NULL,0min,0,2.11,1
1364,J67h1cGCHqQ,GCN Live - Ask Us Anything About Cycling!,15/11/2016,20:52.0,35279,682,136,00:48:00,"['GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo']",Tuesday,0min,0,5.39,1
1350,EUmEAFvTsWM,*Cramps In Irish* #shorts,13/03/2022,00:42.0,32708,675,10,00:49:00,"['cramp', 'cramps', 'cramping', 'tight', 'muscle', 'tense', 'exercise', 'exercises', 'irish', 'ireland', 'nigel', 'stretch', 'stretchy', 'stretched', 'stretches', 'stretching', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?', '?', '?', '?', '?']",Sunday,0min,0,2.14,1
1346,aAOV3a4g-WQ,Is there anything more satisfying than a torque wrench?,10/07/2022,00:00.0,47686,673,18,00:05:00,['?27'],Sunday,0min,0,1.47,1
1322,_jHFvlqvLxw,A Wild GCN Presenter! #shorts,08/04/2022,11:15.0,28175,661,15,00:43:00,"['wild', 'gcn', 'presenter', 'ollie', 'bridgewood', 'hank', 'conor', 'nature', 'david', 'attenborough', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?']",Friday,0min,0,2.48,1
1300,uaGAGQztSak,Feeling VS reality ????,03/05/2023,00:25.0,31128,650,23,00:37:00,"['modern bike', 'retro bike', 'disc brake', 'rim brake', 'modern bikes are bad', 'aero bike', 'hill climb', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?15', '?', '?', '?', '?', '?', '?']",NULL,0min,0,2.57,1
1296,AMOuLxE_wHQ,Movistar Recovery Ride #shorts,27/02/2022,00:35.0,22440,648,25,00:50:00,"['movistar', 'pro', 'professional', 'team', 'teams', 'fizik', 'saddle', 'stem', 'handlebar', 'alejandro', 'valverde', 'van', 'vleuten', 'van vleuten', 'annemiek', 'mallorca', 'spain', 'sun', 'train', 'training', 'recover', 'recovery', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', 'n1', '?', '?', '?', '?\u200e', '?', '?', '?', '?', '?', '?', '?']",Sunday,0min,0,3.57,1
1222,XpR9eFscU2k,Small rider problems? ??,27/04/2023,00:11.0,32946,611,13,00:25:00,"['small rider', 'peloton', 'pro cyclist', 'pro rider', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?15', '?', '?', '?', '?', '?']",NULL,0min,0,2.12,1
1193,x3xkgC3p8ig,Racing News Show In 60s,08/03/2021,13:48.0,41100,1193,75,01:00:00,None,Monday,0min,1,4.38,1
1184,ELvRCJjrk7U,Modern bikes are ???!,26/04/2023,00:04.0,35037,592,117,00:38:00,"['modern bike', 'retro bike', 'disc brake', 'rim brake', 'modern bikes are bad', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?15', '?', '?', '?', 'sca15', 'gc21s', '?', '?', '?', '?']",NULL,0min,0,4.57,1
1184,yG7iCR8BUh4,What Is Cadence? | Road Racing Explained,21/05/2017,00:04.0,46658,592,80,00:55:00,"['cadence', 'pedalling', 'pedaling', 'pedals', 'rpm cycling', 'cycling pedals', 'cycling pedal stroke', 'chainset', 'cranks', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Road Bike', 'Cyclist', 'GCN Cycling', 'Cycling Tips', 'Bikes', 'Bicycle (Product Category)', 'cycling workout', 'cycling training', 'velo', 'may17', 'sec-feature', 'plcbr101', 'gc11sas', 'b2', '?', '?', '?', '?']",Sunday,0min,0,2.79,1
1172,ehBl9YSm-Xc,36 Inch Wheel Monster Bike! #shorts,03/01/2022,00:15.0,31004,586,12,00:24:00,"['conor', 'dunne', 'tall', 'big', 'giant', 'massive', 'wheels', 'fit', 'fits', '36er', 'big wheels', 'large', '700c', 'vs', 'el alto', 'funny', 'fun', 'joke', 'novelty', 'reinventing', 'jumps', 'off road', 'trail', 'social', 'ride', 'challenge', 'steep', 'hill', '25%', 'hill climb', 'crash', 'mud', 'dirt', 'wet', 'giraffe', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'james', 'lowsley', 'williams', 'gcn', 'gcn shorts', '?27']",Monday,0min,0,1.94,1
1166,aj_D9FfYNGs,Gravel Vs Cyclocross Bike #shorts,21/02/2022,00:54.0,23603,583,20,00:28:00,"['cyclo', 'cross', 'cyclocross', 'cyclo cross', 'cyclo-cross', 'cx', 'CX', 'gravel', 'gravel bike', 'vs', 'verses', 'versus', 'off road', 'off-road', 'off', 'road', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Monday,0min,0,2.97,1
1166,WjvzMKaY174,Epic Bottle Throw! ?? #shorts,20/05/2022,10:29.0,26768,583,11,00:06:00,"['epic', 'bottle', 'flip', 'bottle flip', 'challenge', 'dude', 'perfect', 'dude perfect', ""that'll work"", 'that will work', 'thatllwork', 'trick', 'trick shot', 'bidon', 'cycling joke', 'cycling meme', 'funny', 'lol', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', 'sca15', 'gc21s', '?', '?', '?', '?', '?', '?']",Friday,0min,0,2.24,1
1134,QY0g0ejOGhQ,Reasons To Ride Your Bike!,19/05/2023,00:11.0,14250,567,20,00:25:00,"['bike', 'best bike', 'new bike', 'upgrade', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27']",NULL,0min,0,4.91,1
1070,IYqtF47m4-M,What is your one piece of advice for new cyclists? ?????,24/04/2023,14:07.0,27026,535,167,00:19:00,None,NULL,0min,0,7.77,1
1044,I3cpp8_vtlQ,What Happens When Mountain Bikers Design Road Rides? #shorts,09/02/2022,00:36.0,24178,522,14,00:57:00,"['orbea', 'gravel', 'gravel bike', 'mtb', 'mountain biking', 'trails', 'bike park', 'jumps', 'downhill', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', 'gc21s', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Wednesday,0min,0,2.48,1
1034,xEPdf4M3keo,Calvin from Park Tool shows you his quot;hotquot; tip for stopping bartape unravelling... #shorts,12/07/2022,42:54.0,35215,517,14,00:24:00,"['bike maintenance', 'bar tape', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?']",Tuesday,0min,0,1.7,1
1016,KKarBTzMPX0,Exercises You Can Do At Home #shorts,03/03/2022,49:30.0,14413,508,2,00:50:00,"['exercise', 'workout', 'tips', 'top', 'pro', 'pro tips', 'top tips', 'indoor', 'at home', 'cardio', 'sweat', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?', '?', '?']",Thursday,0min,0,3.47,1
1008,KKWfJwHrt-c,How To Mount CX #shorts,20/03/2022,00:13.0,20424,504,7,00:47:00,"['mount', 'dismount', 'CX', 'cyclocross', 'cyclo cross', 'cyclo', 'cross', 'cyclo-cross', 'winter', 'fayetteville', 'world', 'championships', 'ellen', 'noble', 'ellen noble', 'trek', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', 'r1', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Sunday,0min,0,2.45,1
960,Z8b7FLCCha0,Relax and hold off the nerves! ??,30/04/2023,00:22.0,31523,480,4,00:33:00,"['first race', 'first race tips', 'cycling tips', 'how to race', 'braking', 'braking tips', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?20', '?', '?', '?', '?', 'sca15', 'gc21s', '?', '?', '?', '?', '?']",NULL,0min,0,1.27,1
926,30ZlaRIBUgA,Dreamy Ride ?? #shorts,01/05/2022,00:04.0,15472,463,8,00:17:00,"['dream', 'ride', 'riding', 'climb', 'climbing', 'climber', 'UK', 'peak', 'district', 'dreamy', 'dreams', 'scene', 'scenic', 'scenery', 'scenes', 'picturesque', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', 'gc21s', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Sunday,0min,0,2.59,1
876,vf5HyZedCkM,What is your dream bike? ??,28/04/2023,00:26.0,21104,438,23,00:45:00,"['dream bike', 'worst bike', 'modern bikes', 'retro bikes', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?15', '?', '?', '?', 'sca15', 'gc21s', '?', '?', '?', '?']",NULL,0min,0,2.84,1
836,nfU9IuirYGk,Paris Roubaix Femmes Avec Zwift | Watch On GCN+,07/04/2023,00:30.0,15217,418,1,00:29:00,"['?13', '?', 'epidemic', '?', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', 'Paris Roubaix']",NULL,0min,0,2.63,1
782,V47fOEyrhSs,Saddle height tips! ??,29/04/2023,00:17.0,28431,391,14,00:53:00,"['saddle height', 'beginner cyclist', 'beginner cycling tips', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?20', '?', '?', '?', 'gc21s', '?', '?', '?', '?', '?', '?', 'f3']",NULL,0min,0,1.41,1
734,oXYS0F4sYn8,Back to School for Si #shorts,31/05/2022,00:34.0,16555,367,12,00:49:00,"['funny', 'ironing', 'si richardson', 'simon richardson', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?', '?', '?']",Tuesday,0min,0,2.42,1
630,zVJ05QIMb3Q,Conor Is How Fast?! #shorts,18/04/2022,00:34.0,26339,315,7,00:13:00,"['speed', 'aero', 'conor', 'dunne', 'fast', 'run', 'running', 'runner', 'runs', 'speed gun', '25mph', 'mph', 'wtf', 'meme', 'funny', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?', '?', '?', '?', '?']",Monday,0min,0,1.14,1
614,jyvAcva2Sgk,Introducing The Giro d'Italia Classics | Celebrate the Italian Grand Tour On The GCN App,05/05/2020,34:02.0,16684,307,28,00:59:00,"['giro', ""giro d'italia"", 'italia', 'tour of italy', 'giro italia', 'italy', 'classic', 'retro', '2013', '2014', '2015', '2016', '2017', '2018', '2019', 'best', 'race', 'racing', 'bike racing', 'stage', 'stages', 'win', 'winner', 'mountain', 'nibali', 'domoulin', 'froome', 'highlights', 'review', 'results', 'contador', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'Road Bicycle', 'GCN Cycling', 'velo', 'gcn app', 'livestream', 'sec-feature', '?', 'c3', 'v1', '?', '?', '?', '?', '?', '?14', '3955']",Tuesday,0min,0,3,1
602,lQuIMQGADLo,Si's Singing Voice Truly Is BEAUTIFUL ?? #shorts,11/02/2022,00:49.0,11807,301,10,00:14:00,"['james', 'blunt', 'beautiful', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Friday,0min,0,3.39,1
586,RLIADkfbORU,What's Your Favourite Terrain? #shorts,17/04/2022,00:23.0,12414,293,17,00:23:00,"['gravel', 'gravel ride', 'gravel riding', 'gravel bike', 'gravel bikes', 'el alto', 'monster bike', 'adventure', 'explore', 'adventuring', 'exploring', 'sand', 'mud', 'dirt', 'mtb', 'mountain bike', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?', '?', '?', '?']",Sunday,0min,0,2.42,1
546,vyAgRIr7hMQ,Cycling Plateau: Taking Time Off,18/05/2023,00:27.0,10521,273,8,00:22:00,"['sleep', 'rest', 'recover', 'break', 'health', 'fitness', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', 'epidemic', 'sca15', '?', '?', '?']",NULL,0min,0,1.9,1
500,T84-FjpA_oE,Giro Jerseys Explained In 60 Seconds #shorts,09/05/2022,00:37.0,19584,500,10,01:00:00,"['giro', 'ditalia', ""d'italia"", ""giro d'italia"", 'tour', 'italy', 'tour of italy', 'race', 'pink', 'pink jersey', 'maglia rosa', 'rosa', 'maglia', 'ciclamino', 'azura', '?27']",Monday,0min,1,3.06,1
478,#NAME?,Luft… HOT or NOT? ???,11/05/2023,00:00.0,16664,239,4,00:28:00,"['luft', 'style', 'adam blythe', 'gold bike', 'custom bike', 'stylish', 'stylish cycling', 'cycling cap', 'casquette', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?20', '?', '?', '?', '?']",NULL,0min,0,1.2,1
454,fnw4W_sFQr4,What Is Bikejoring? #shorts,16/02/2022,00:20.0,9679,227,15,00:33:00,"['dog', 'doge', 'doggie', 'doggies', 'dogs', 'husky', 'huskies', 'huskie', 'sled', 'sledding', 'bikejoring', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?', '?', '?', '?']",Wednesday,0min,0,3.1,1
430,q3wDqBESGLc,So Many Cars! ?? #shorts,14/03/2022,38:43.0,11909,215,19,00:25:00,"['car', 'cars', 'uae', 'UAE', 'united', 'arab', 'emirates', 'united arab emirates', 'tour', 'uae tour', 'audi', 'audis', 'q5', 'q3', 'q4', 'q7', 'pro', 'professional', 'world', 'world tour', 'WT', ""men's"", 'mens', 'elite', 'men', 'GCN', 'Global Cycling Network', 'Sports', 'Cycling', 'Bike', 'Bikes', 'Bicycle (Product Category)', 'Road Bike', 'Cyclist', 'GCN Cycling', 'velo', '?27', '?', '?', '?', '?', '?']",Monday,0min,0,2.52,1
